original,disfluent,annotation
who was victorious in the 2005 uk election,who was victorious in the 2015 no the 2005 uk election,F F F F F E E E F F F
what is the dispensary subject to in a minority of countries,what is the dispensary limited oops subject to in a minority of countries,F F F F E E F F F F F F F
what is the most controversial aspect of imperialism,j a hobson excuse me sorry what is the most controversial aspect of imperialism,E E E E E E F F F F F F F F
how is the prime number p in bertrands postulate expressed mathematically,how is the prime number p in chebyshevs no in bertrands postulate expressed mathematically,F F F F F F F E E E F F F F
how does the flow of magma change,how does the temperature of magma change no the flow,F F F E E E E E E F
why are coastal species tough,why are oceanic species tough no coastal species,F F E E E E F F
what is distribution of income from labor due to the differences of,what impacts distribution of wealth when evaluating labor no wait i want to know what is distribution of income from labor due to the differences of,F E E E E E E E E E E E E E E F F F F F F F F F F F
when was europe fully forested and recovered from the last ice age,what did uh sorry when was europe fully forested and recovered from the last ice age,E E E E F F F F F F F F F F F F
what is not caused by disorders of the immune system,what is not caused by infections ugh disorders of the immune system,F F F F F E E F F F F F
what will maidens be able to predict by floating their wreaths down the vistula,what will banks no maidens be able to predict by floating their wreaths down the vistula,F F E E F F F F F F F F F F F F
what were the two forms of environmental determinism,what was thought to decide a persons behavior hah uh were the two forms of environmental determinism,F E E E E E E E E E F F F F F F F
 what nondynasty came after the yuan,what nondynasty came after the ming er sorry the yuan,F F F F F E E E E F
the third master plan led to the construction of buildings where,the second master plan led to the construction of buildings where partner me i meant the third master plan,F E E E E E E E E E E E E E E E F F F
what are three types of sediment partilces that have been found,what usually no what are three types of sediment partilces that have been found,F E E E F F F F F F F F F F
what was developed in the summer of 1961,what was developed in the summer of 1962 no um 1961,F F F F F F F E E E F
how much did it rain in 1962,how much did it rain in 1885 no in um 1962,F F F F F F E E E E F
what countries use a blue stylized a to signify pharmacy,what symbols no no what countries use a blue stylized a to signify pharmacy,F E E E E F F F F F F F F F
what does the currently flooded terrace still have visible,what does the highest level of the vistula plateau contain scratch that and tell me what the currently flooded terrace have that is still visible,F F F E E E E E E E E E E E E E E F F F E E E F E
parliament typically sits from february to late what,which month or rather parliament typically sits from february to late what,E E E E F F F F F F F F
what is the translation of siebengebirge,who is er what is the translation of siebengebirge,E E E F F F F F F
