original,disfluent,annotation
what can sympathetic jurors in cases with civil disobedients,what would or uh what can sympathetic jurors in cases with civil disobedients,O BR IR IR IR O O O O O O O O
what was robert watsons role in the ipcc,what was robert watsons error i mean role in the ipcc,O O O O BR IR IR O O O O
when did the warsaw area enlargement take place,when did the varsovians enlargement take place no the warsaw area,O O O BR IR IR IR IR IR O O
in which etude of neumes rythmiques does the prime 19 appear in,in which etude of prime numbers no neumes rythmiques does the prime 19 appear in,O O O O BR IR IR O O O O O O O O
what denomination is the diocesan school for girls in auckland affiliated with,what denomination is the diocesan school for girls in cambridge i mean in auckland affiliated with,O O O O O O O O O BR IR IR IR O O O
how do competing businesses repel workers,how do competing businesses inequality no sorry repel workers,O O O O BR IR IR O O
what glass flowers exhibit is included in the buschreisinger museum,what glass flowers exhibit is included in the harvard art museum scratch that in the buschreisinger museum,O O O O O O O O BR IR IR IR IR IR IR O O
how many schools of medicine were recognized in japan,how did chinese medicine stay in one place no change that to how many schools of medicine were recognized in japan,O BR IR IR IR IR IR IR IR IR IR IR IR O O O O O O O O
theres a unesco world heritage site in the rhine gorge between the koblenz and what,theres a unesco world heritage site in the rhine gorge between the koblenz and who umm rather what,O O O O O O O O O O O O O O BR IR IR O
what toxin induces apoptosis in the target cell,what toxin induces dysfunctional no no apoptosis in the target cell,O O O BR IR IR O O O O O
what are the proteins that organisms use to identify molecules associated with pathogens,what are the peptides nope not that but proteins that organisms use to identify molecules associated with pathogens,O O O BR IR IR IR IR O O O O O O O O O O
where was halford mackinder born,where did no uh i meant where was halford mackinder born,O BR IR IR IR IR IR O O O O
when is the latest known reference to immunity,when was the first known historical reference to immunity or rather when is the latest known reference to immunity,O BR IR IR IR IR IR IR IR IR IR IR O O O O O O O
which projections suggested that temperatures would rise but that sea levels would decrease,for how many years wait no i meant which projections suggested that temperatures would rise but that sea levels would decrease,BR IR IR IR IR IR IR IR O O O O O O O O O O O O O
what nationality is the architect enric miralles,where is no make that what nationality is the architect enric miralles,BR IR IR IR IR O O O O O O O
what encouraged cultural exchange under the yuan,who or no make that what encouraged cultural exchange under the yuan,BR IR IR IR IR O O O O O O O
where was marins first fort constructed,when was marins first fort constructed sorry i meant where,BR IR IR IR IR IR IR IR IR O
who was frédéric chopin,who was maria curie actually tell me who was fru00e9du00e9ric chopin,O O BR IR IR IR IR IR IR IR IR
 who was the karluk karakhanid ruler ranked below,who was the qocho no the karluk karakhanid ruler ranked below,O O O BR IR IR O O O O O
in what sector are jobs beginning to decrease,when did income inequality what sector are jobs beginning to decrease,BR IR IR IR IR IR IR IR IR IR IR
what impact did this win have on abercrombie,what impact did this loss no no sorry this win have on abercrombie,O O O O BR IR IR IR IR O O O O
what immune system is activated by the innate response,what exposes organisms to infection oops immune system is activated by the innate response,O BR IR IR IR IR O O O O O O O O
what type of climate does jacksonville have,what umm well type of climate does jacksonville have,O BR IR O O O O O O
what medicine can lead to a decline in fungi,what medicine can lead to a increase wait no decline in fungi,O O O O O O BR IR IR O O O
roughly how much is the student governments budget,roughly how much is the student governments income sorry i meant budget,O O O O O O O BR IR IR IR O
what was fort caroline renamed to after the spanish attack,what was st augustine renamed to after the spanish attack no fort caroline,O O BR IR IR IR IR IR IR IR IR O O
where did british soldiers live,when did no where did british soldiers live,BR IR IR O O O O O
what does vaccination not exploit,what does memory or uh vaccination not exploit,O O BR IR IR O O O
what was the name of the infamous german heroic prison,what was the name of the infamous warsaw sorry i meant german heroic prison,O O O O O O O BR IR IR IR O O O
what was originally built as headquarters of the pre1875 midlothian county council,what was originally built as headquarters of the pre2004 umm i mean pre1875 midlothian county council,O O O O O O O O BR IR IR IR O O O O
what is used to calculate cross section area in the volume of an object,what is used to formalize stresstensor no to calculate cross section area in the volume of an object,O O O O BR IR IR IR O O O O O O O O O O
how often are elections for the mayor held,how often does the city council divide itself no are elections for the mayor held,O O BR IR IR IR IR IR IR O O O O O O
what actor starred in the movie saving private ryan,who was the actor or what actor starred in the movie saving private ryan,BR IR IR IR IR O O O O O O O O O
these project structures allow the owner to integrate the services of who throughout the design and construction,this project structure allow the owner to integrate the services of who throughout the design and construction sorry these project structures,BR IR IR IR IR IR IR IR IR IR IR IR IR IR IR IR IR IR O O O
who was an important figure in the twentiethcentury islamic revival in india,who was an important figure in the remains of no the twentiethcentury islamic revival in india,O O O O O O O BR IR IR IR O O O O O
what is resposible for speeding up or slowing down an object,who is or no make that what is responsible for speeding up or slowing down an object,BR IR IR IR IR IR O O BR IR IR IR IR IR IR IR IR
what is the name of the area that the main campus is centered in cambridge,what is the name of the area that the allston neighborhood no main campus is centered in cambridge,O O O O O O O O O BR IR IR O O O O O O
